typical month	name	caller1	caller2	caller3	caller4	caller5	caller6	band1	band2	band3	band4	band5	band6	roles	date	location	url
4	Epicenter dance weekend	Sarah VanNorstrand	Lindsey Dono					Riptide	Mean Lids						4/5/2019	Mill Valley CA	http://nbcds.org/epicenter-2018/
4	SF Bay Queer Contra Dance Camp	Alex Deis-Lauby	Yoyo Zhou					Countercurrent	Toss the Possum					Larks / Ravens	4/12/2019	Aptos CA	http://www.lcfd.org/sf/DanceCamp/wcamp.html
4	Chesapeake Dance Weekend	Diane Silver	Tom Hinds					Stomp Rocket	Jesse Milnes and Friends	Reimlingen Band					4/26/2019	Edgewater MD	http://www.chesapeakedanceweekend.org/
4	Springforth Ball	Seth Tepfer						Cloud Ten							4/12/2019	Richmond VA	http://tadamsva.org/springforth/
4	Call of the Loon Dance Weekend	Beth Molaro	Beau Farmer					Wake up Robin	Rare Privilege						4/12/2019	Minneapolis MN	http://calloftheloon.org/
4	Spring Dance Romance	Cis Hinkle	Jesse Edgerton					Gaslight Tinkers	Toss the Possum						4/26/2019	Chapel Hill NC	https://springdanceromance.org/
4	Palmetto Bug Stomp	Will Mentor	Diane Silver					Wake up Robin	Toss the Possum						4/5/2019	Charleston SC	http://charlestonfolk.weebly.com/palmetto-bug-stomp.html
4	When in Doubt Swing	Bob Isaacs						Tempest							4/26/2019	Dallas TX	http://www.nttds.org/wids.html
4	NEFFA	lots						lots								Mansfield MA	https://www.neffa.org/folk-festival/new-england-folk-festival/
4	Spring Thaw Weekend	Will Mentor	Kirsty Schut					Pete's Posse	Mango Chaud Point						4/12/2019	Toronto ON	http://ieee.uwaterloo.ca/~tcd/thaw.php
4	Fiddlehead Frolic	Sarah VanNorstrand						Eloise &co							3/30/2019	Ithaca NY	http://www.hands4dancers.org/upcoming-dances/2018/4/7/fiddlehead-frolic
3	Gypsy Meltdown	Cis Hinkle	Bob Isaacs					Latter Day Lizards	Organic Family Band	Rushfest					3/15/2019	Tega Cay SC	http://charlottedancegypsies.org/gypsy-meltdown/
4	Hands Four Spring Dance Weekend	Vicki Herndon	Beth Molaro					Buddy System	Wake up Robin						4/26/2019	Berea KY	http://www.hands4-berea.com/Workshops.html
4	Dandelion Romp	Dela Murphy	Alex Deis-Lauby					Center Street	Sassafras Stomp					Larks / Ravens	4/5/2019	Oberlin OH	http://oberlin.edu/stuorg/dromp/
4	Portland Raindance Weekend	George Marshall	Lindsey Dono					Wild Asparagus	Tidal Wave						4/26/2019	Portland OR	http://www.portlandraindance.org/
4	Trillium Twirl	Gaye Fifer						Turnip the Beet							4/26/2019	Dowling MI	https://sites.google.com/site/trilliumtwirl/
4	Desert Spring	Carol Ormand	Frannie Marr					Syncopaths	Drive Train						4/26/2019	Phoenix AZ	http://www.danceinaz.org/
4	Spring Fling Owen Sound	Darlene Underwood	Frank Francalanza					Schyer-O'Gorman Trio	Scatter the Cats						5/3/2019	Owen Sound ON	http://fiddlefern.ca/spring-fling/
4	Mad Robin Romp	Chet Gray						Wabash Valley Cannon Balls							5/4/2019	Bloomington IA	http://bloomingtoncontra.org/mad-robin-romp/
5	Gender-Free Dance Camp (Spring)	Alex Deis-Lauby						unnamed band							5/3/2019	Woodstock CT	http://lcfd.org/lcfd/lcfd-spring-dance-camp/
5	Whitewater Whirl	Gaye Fifer	Bradley Smith					Ripples							5/3/2019	Fayetteville WV	http://www.whitewaterwhirl.org/
5	Lake Eden Arts Festival - Spring	Alex Deis-Lauby	Bob Isaacs					Free Raisins	Lift Ticket					Larks / Ravens	5/9/2019	Black Mountain NC	http://www.theleaf.org/the-festival/
5	May Madness Dance Weekend	Carol Ormand	Frannie Marr					Drive Train	Syncopaths						4/26/2019	Clarkdale AZ	http://www.danceinaz.org/
5	Almost Heaven Dance Weekend	Emily Rush	George Marshall					Buddy System	Swallowtail						5/17/2019	Darlington MD	https://sites.google.com/site/ahsince1988/home
5	Form the Ocean															Becket MA	next in 2020
5	Meet Me in St Louis Dance Weekend	Susan Kevra	Chet Gray					Nova	Turnip the Beet						5/24/2019	Kirkwood MO	http://www.childgrove.org/index.php/mmisl-home
5	FolkMADness Music & Dance Camp	Scott Higgs	Deb Comly					Latter Day Lizards	Figments						5/24/2019	Soccoro NM	http://folkmads.org/events/camps/folkmadness/
5	Dancing Bear Dance Camp	Jeremy Korr	Beth Molaro					Toss the Possum							5/24/2019	Wasilla AK	http://www.thedancingbears.com/Dance-Camp.html
5	Camp Sturtevant Dance Weekend	Dana Parkinson						unnamed						Larks/Ravens	5/24/2019	Arcadia CA	http://www.caldancecoop.org/camp-sturtevant/
5	Butterfly Whirl	Seth Tepfer	Jolaine Jones-Pokorney	Dugan Murphy				Riptide	Maivish	Dam Beavers					5/24/2019	Clarkston GA	http://butterflywhirl.com/
5	Memorial Day Dawndance	Nils Fredland	Jacqui Grennan	Steve Zakon-Anderson				Faux Paws	ET and Blue	Polaris					5/26/2019	Brattleboro VT	http://www.dawndance.org/
6	June Bug Bash	Emily Rush						Turnip the Beet	Rushfest						6/7/2019	Pinellas Park FL	https://www.facebook.com/events/pinellas-park-auditorium/june-bug-bash/284762719071796/
6	Dance Trance Weekend	Diane Silver	Kathy Anderson					Buddy System							6/7/2019	Lexington KY	http://www.dancetrance.ltda.ws/
6	Flamingo Fling Weekend	Bob Isaacs						Joyride							6/7/2019	Oaklahoma City OK	http://scissortail.org/special-events/flamingo-fling/
6	Swing into Summer	Dugan Murphy	Adina Gordon					Nova						Larks / Ravens	6/14/2019	Plymouth MA	http://www.swingintosummer.org/
6	Faultline Frolic	Lisa Greenleaf	Jean Gorrindo					Stringrays	WiNgNuts						6/21/2019	Santa Rosa CA	https://nbcds.org/faultline-frolic-2019/
6	Asheville Summer Soiree	Will Mentor	Emily Rush					Elixir	Gaslight Tinkers	Rushfest					6/21/2019	Asheville NC	http://www.ashevillecontra.com/
6	Lady of the Lake June Week	Carol Ormand	Seth Tepfer	Kalia Kliban				Force For Nature	Campaign for Reel Time	Dam Beavers	Canote Brothers				6/23/2019	Harrison, ID	http://www.ladyofthelake.org/june-week/
6	Old Songs Festival	Ron Blechner	Janine Smith					Pete's Posse	Charm City Junction	Fennig's All Star String Band	Tui				6/28/2019	Voorheesville NY	http://festival.oldsongs.org/
6	BACDS American Dance and Music Week	Luke Donforth	Susan Petrick					Wake up Robin	Figments						6/30/2019	La Honda CA	https://www.bacds.org/camps/amweek/
7	July Fourth at Pinewoods	Quena Crain						Cloud Ten							6/27/2019	Plymouth MA	https://cds-boston-j4weekend.weebly.com/
7	Ooh La La Dance Weekend	Sarah VanNorstrand	Dave Eisenstadter	Donald Dubec				Maivish	Joy Compass	Sabin et Rachel					7/5/2019	Richmond QC	http://oohlaladance.com/
7	Delafield IndepenDance Daze Weekend	Dana Parkinson	Devin Pohly					Pete's Posse	Meadowhawk						7/5/2019	Delafield WI	http://www.delafieldcontra.com/Delafield_Contra_Weekend.html
7	Contradancers Delight Holiday (Summer)	Beth Molaro	Terry Doyle					Toss the Possum	Unnamed						6/28/2019	Grayson County VA	http://www.contradancersdelight.com/about-summer-cdh-tst/
7	Roanoke Railroader	Gaye Fifer	Diane Silver					Toss the Possum	Buddy System	Rushfest					7/4/2019	Salem VA	http://www.roanokerailroader.com/
7	River Rendevous	Bradley Smith	Gaye Fifer	Carol Kopp				Turnip the Beet	Hotpoint						7/12/2019	Coshocton OH	http://www.riverrendezvous.com/
7	Ashokan Northern Week	David Kaynor	Susan Kevra	John Krumm				Alchemy	Unnamed	Old World Charm School	Unnamed	Tidal Wave	Wake up Robin		7/14/2019	Olivebridge NY	http://ashokan.org/northern-week-camp/
7	Hashtag Dance Weekend	Will Mentor	Seth Tepfer					Cloud Ten	Silver Sail					Larks / Ravens	7/20/2019	Glen Echo MD	https://www.facebook.com/events/2241203876198430/
8	Falcon Ridge Folk Festival	George Marshall	Beth Molaro					Buddy System	Gaslight Tinkers	Wild Asparagus	Pete's Posse				8/2/2019	Hillsdale NY	thttp://falconridgefolk.com/
8	Camp Damp	Erik Weberg						Campaign for Reel Time							8/2/2019	Juneau AK	http://www.juneaucontras.org/dance_camp_2019.html
8	Mentone	Beadle	Cis Hinkle					Rodney Miller Band	Red Mountain Yellowhammers						8/16/2019	Mentone AL	http://www.footmadbirmingham.org/mentone.html
8	Splash Dance Weekend	unnamed						unnamed							8/23/2019	Hendersonville, NC	https://www.splashdance.org/
8	Balance the Bay	Cis Hinkle	Dana Parkinson					Elixir	Faux Paws						8/9/2019	San Francisco	https://www.bacds.org/camps/btb/
8	Burning Man Contra Dance Camp														8/25/2019	Gerlach NV	http://www.contraburners.org/
9	Michigan Dance Heritage Fall Weekend	Joseph Pimentel	Cathy Stephens					Goldcrest							9/22/2019	Lexington MI	https://michigandanceheritage.org/fall/
9	Dance Camp North	Sarah VanNorstrand						Maivish							8/30/2019	Fairbanks AK	http://contraborealis.org/dance-camp-north/
9	Labor Day Dance Away	Will Mentor	Frannie Marr					Audacious	Dam Beavers						8/30/2019	Julian CA	http://www.caldancecoop.org/labor-day-dance-away/
9	Labor Day Dawndance	George Marshall	Dereck Kalish	Maia McCormick				Pete's Posse	Dawn Shredders	Organic Family Band					9/1/2019	Brattleboro VT	http://www.dawndance.org/
9	Moondance Dance Weekend	Susan Kevra	Seth Tepfer					Supertrad	Playing with Fyre						9/6/2019	Pickens SC	https://moondancesc.weebly.com/
9	Footfall Dance Weekend	Gaye Fifer	Ted Hodapp					Ripples	Tea and Honey						8/31/2019	High View WV	http://www.footfalldance.com/index.php
9	Feet Retreat	Emily Rush	Charlotte Crittenden					Mean Lids	Buddy System						9/13/2019	Ellerbe NC	https://www.feetretreat.com/feet-retreat-2019/
9	Bear Hug Dance Camp	Susan Michaels	Wendy Graham					Continental Drift	Sassafras Stomp						9/6/2019	Rollins MT	https://www.missoulafolk.org/bear-hug-mountain-festival
9	Ozark Folk Center Dance Days	Cis Hinkle						Old 78s							9/13/2019	Mountain View AR	http://www.arkansascountrydance.org/ozark.htm
9	Star Hampshire Traditional Music and Dance Weekend															Portsmouth NH	DEFUNCT
9	Squirrel Moon Contra Dance weekend	Cis Hinkle						Thirsty Roots							9/20/2019	Dodgeville WI	http://www.squirrelmoon.org/
9	Echo Summit	Gaye Fifer	Sarah VanNorstrand					Notorious	Seaglass						9/13/2019	Camp Sacremento	https://sactocds.wordpress.com/echo-summit-dance-camp-2019/
9	Chehalis Dance Weekend	Sarah VanNorstrand	Yoyo Zhou					Pete's Posse	Waxwings						9/20/2019	Chehalis BC	http://www.vcn.bc.ca/vcountry/chehalis/
9	Youth Dance Weekend	Dugan Murphy						Calluna	Equinox					Larks / Ravens	9/27/2019	Weston VT	http://youthdanceweekend.org/
9	Adirondack Dance Weekend	Luke Donforth	Jolaine Jones-Pokorney					Russet Trio	Cloud Ten						9/20/2019	Silver Bay NY	http://www.danceflurry.org/events_adirondack.php
9	ContraShock	Will Mentor	Lindsey Dono					Organic Family Band	Unnamed						9/20/2019	Brooklyn NY	http://contrashock.org/
9	ContraStock	Will Mentor	Lindsey Dono	Alex Deis-Lauby				Ripples	Organic Family Band	Unnamed					9/22/2019	Glen Echo MD	https://fsgw.org/contrastock
10	Wasatch Wiggle	Frannie Marr						Gaslight Tinkers	Toss the Possum						9/20/2019	Salt Lake City UT	https://www.wasatchwiggle.org/home.html
10	Looking Glass Music and Dance Festival	Alex Deis-Lauby	Roger Diggle					Hotpoint							10/18/2019	Lansing MI	http://www.lgmaa.org/lg_festival.html
10	Lady of the Lake Fall Camp	Lisa Greenleaf						Stringrays	Floating Crowbar						10/4/2019	Harrison, ID	http://www.ladyofthelake.org/fallwend/
10	Harvest Moon Dance Festival	Nils Fredland	Lindsey Dono	Emily Rush				Elixir	Pete's Posse	Rushfest					10/11/2019	Santa Barbara CA	http://www.sbcds.org/hm/
10	Mountain Madness Contra Dance Weekend	Bob Isaacs	Terry Doyle					Drive Train	Buddy System						10/11/2019	Jonesborough TN	http://www.historicjonesboroughdancesociety.com/site/calendar/
10	Gender-Free Dance Camp (Fall)	Bob Isaacs						Turning Stile							10/18/2019	Becket MA	https://www.lcfd.org/lcfd/
10	Phylla Mae Fall Fest	Will Mentor						Genticorum							10/18/2019	Fayetteville NY	https://syracusecountrydancers.org/special-events/phylla-mae-fall-fest/
10	Peterbough Fall Ball	Dugan Murphy	Dela Murphy	George Marshall	Steve Zakon-Anderson			Eloise &co	Pete's Posse	Wild Asparagus	Stomp Rocket				10/19/2019	Peterborough NH	http://www.monadnockfolk.org/?tribe_events=%E2%98%BC-%E2%98%BC-%E2%98%BC-peterborough-fall-ball-2019
10	Lake Eden Arts Festival - Fall	Abigail Hobart	Beth Molaro					Toss the Possum	Drive Train	Beats&Tea						Black Mountain NC	http://www.theleaf.org/the-festival/
10	Boo Camp	Andy Shore						Sandra & Rodney	Cheap Shots						11/1/2019	Jemez Springs NM	http://folkmads.org/events/camps/boo-camp/
10	Tree Town Stomp	George Marshall						Wild Asparagus							10/25/2019	Ann Arbor MI	http://aactmad.org/tts/
10	Music City Masquerade	Gaye Fifer						Stringrays							10/25/2019	Nashville TN	http://nashvillecountrydancers.org/music-city-masquerade/
10	Dancing Leaves															Charlottesville VA	https://contracorners.com/cville_fall_festival
10	Fire Ant Frolic	Lindsey Dono						Toss the Possum							10/25/2019	Austin TX	http://www.fireantfrolic.org/
10	Florida Fall Ball	Seth Tepfer						Riptide							10/25/2019	Tampa FL	http://www.tampabaycontra.com/
10	Next Generation Dance Camp															Portland OR	next in 2020
11	Foggy Moon Dance Weekend	Lisa Greenleaf	Susan Petrick					Syncopaths	Stringrays						11/1/2019	Monterey CA	http://montereycontradance.org/foggy-moon.html
11	Hey Fever Dance Weekend	Will Mentor	Angela DeCarlis					Gaslight Tinkers	unnamed						11/1/2019	Ottawa ON	http://www.ottawacontra.ca/heyFever/
11	Twilight Twirl	Michael Karcher	Lindsey Dono	Noah Grunzweig	Isaac Banner			Contra Sutra	Contra Quartet	Joyride	unnamed				11/2/2019	Seattle WA	http://twilighttwirl.com
11	Cascade Contras Dance Camp	Jacqui Grennan	Seth Tepfer					Syncopaths	Dam Beavers						10/18/2019	Fall Creek OR	http://www.eugenefolklore.org/CascadeContras.html
11	Dance in the Desert	Wendy Graham	Jacqui Grennan					Gaslight Tinkers	Privy Tippers	Steam					11/8/2019	Oracle AZ	https://tucsoncontradancers.org/tucson-contra-dancers/dance-in-the-desert-2019/
11	Pittsburgh Fall Dance Weekend	Lindsey Dono	Steve Zakon-Anderson					Buddy System	Polaris						11/8/2019	Pittsburgh PA	http://pittsburghcontra.org/fdw/
11	Head for the Hills Dance Weekend	Sue Gola	Ridge Kennedy	Donna Hunt	Mark Widmer			unnamed	Raise the Roof						11/8/2019	Kresgeville PA	http://www.princetoncountrydancers.org/about-hfth
11	Atlanta Dance Weekend	Cis Hinkle	Susan Kevra	Seth Tepfer				Genticorum	Eloise &co	Atlanta Open Band					11/8/2019	Atlanta GA	http://www.contradance.org/html/adw/2019/index.htm
11	Contra Fest	Bob Isaacs						Organic Family Band							11/8/2019	Albany NY	https://www.danceflurry.org/event/contrafest/2019-11-09/
11	Fleur-de-Lis Fling	Gaye Fifer	David Millstone					Pete's Posse	Stomp Rocket						11/15/2019	Louisville KY	http://www.loukyfleurfling.org/
11	Pilgrim's Progression Dance Weekend	Sue Hulsether						Short Round Stringband	Katy Flyers						11/15/2019	Lawrence KS	https://lawrencecontra.wordpress.com/dance-weekend/
11	Rochester Thanksgiving Dance Weekend	Steve Zakon-Anderson	Katy Heine					Polaris	Center Street						11/29/2019	Rochester, NY	https://cdrochester.org/events/2019-tg/
11	ContraCopia	Michael Karcher	Terry Doyle	Maia McCormick				Buddy System	Chimney Swift	Unnamed					11/30/2019	Philadelphia PA	http://www.thursdaycontra.com/contracopia/
12	Winter Warmup Dance Weekend	Bob Isaacs	Frank Buschelmann					Elixir	Wild Rumpus						12/6/2019	Worthington OH	https://bigscioty.com/winterwarmup/
11	Catalina Dance Weekend	Emily Rush	Dana Parkinson					Free Raisins	Nova	Rushfest					11/15/2019	Los Angeles CA	https://www.catalinadanceweekend.com/
12	Contradancers Delight Holiday (Winter)	Beth Molaro	Will Mentor					Nova	Buddy System	Toss the Possum	Eddy Sisters				12/26/2019	Morgantown WV	http://www.contradancersdelight.com/
	end of active list																
	checked with emily rush to get full gig list																
																	
																	
	Northfield Winter Stomp																cancelled for 2017
7	Chattaboogie															Chattanooga TN	not in 2016 or 2017
																	
3	Tropical Dance Vacation: Hawaii															Big Island, Hawaii	not in 2018
5	Catapult!															Atlanta GA	not in 2018, butterfly whirl instead
3	Spring Fever Dance Weekend															Aptos CA	indefinite hiatus
2	Midwinter Meltdown Dance Weekend															Lawrence KS	taking 2018 off
1	A New Year's Affair															Jonesborough TN	can't find 2018 data; not sure if it happened
1	Shenandoah Shindig															Dayton VA	can't find anything about 2018
3	Memfest Dance Weekend															Memphis TN	can't find anything about 2018
3	Contra Holiday in Medieval England															Ely, England	next happening in 2019
3	Phoenix Spring Frolic															Mesa AZ	looks like they only did a winter one this year
5	Wheatland Traditional Arts Weekend															Remus, M	no contra
8	Fly the Coop Contra Weekend															Gainesville GA	doesn't seem to be in 2018?
9	Oldtone Roots Festival															Hillsdale NY	very little contra in 2018
10	Solefest Dance Weekend															Springfield MO	cancelled for 2018
																	
9	Northwest Passage Dance Camp															Rhododendron OR	ecd every other year
																	
10	Fine Time at Our House															Fayetteville AR	very little contra
5	Blue Moon Dance Weekend															Huntsville AL	doesn't look like it happened in 2018
10	Hoosier Partner															Indianapolis IN	not in 2019
