typical month	name	caller1	caller2	caller3	caller4	caller5	caller6	band1	band2	band3	band4	band5	band6	roles	date	location	url
5	Blue Moon Dance Weekend	Carol Ormand						Wild Rumpus							5/19/2017	Huntsville AL	http://huntsvillecontra.dance/BlueMoon/
5	Meet Me in St Louis Dance Weekend	Lindsey Dono	Lauren Peckman					Wild Rumpus	Mean Lids						5/26/2017	Kirkwood MO	http://www.childgrove.org/index.php/mmisl-home
5	FolkMADness Music & Dance Camp	Lisa Greenleaf	Will Mentor					Stringrays	Continental Drift	Ladies at Play					5/26/2017	Soccoro NM	http://folkmads.org/events/camps/folkmadness/
5	Dancing Bear Dance Camp	Susan Kevra	Bob Isaacs					Pete's Posse	Full Nelsons						5/26/2017	Wasilla AK	http://www.thedancingbears.com/Dance-Camp.html
5	Wheatland Traditional Arts Weekend	Ron Buchanan						Rhythm Billies							5/26/2017	Remus, MI	http://www.wheatlandmusic.org/traditional-arts-weekend/
5	Camp Sturtevant Dance Weekend	Susan Petrick						Playing with Fyre							5/26/2017	Arcadia CA	http://www.caldancecoop.org/cgi/studriver.cgi
5	Catapult!	Emily Abel	Angela DeCarlis	Alex Deis-Lauby	Dave Eisenstadter	Erik Erhardt	Andy Shore	Chimney Swift	In-Tent City	Polaris	Tea&Whisky	Tempest	Turnip the Beet		5/26/2017	Atlanta GA	
5	Memorial Day Dawndance	Diane Silver	Dugan Murphy	Tavi Merrill				Giant Robot Dance	Velocipede	Party of Three					5/28/2017	Brattleboro VT	http://www.dawndance.org/
6	Dance Trance Weekend	Susan Moffett	Cary Ravitz	Barbara Ramlow				Syncopaths							6/9/2017	Lexington KY	http://www.dancetrance.ltda.ws/
6	Flamingo Fling Weekend	Will Mentor						Steam							6/9/2017	Oaklahoma City OK	http://scissortail.org/special-events/flamingo-fling/
6	Swing into Summer	Will Mentor	Adina Gordon					Nova	Unnamed						6/16/2017	Plymouth MA	http://www.swingintosummer.org/
6	Faultline Frolic	Lindsey Dono	Kelsey Hartman					Riptide	Triple Play						6/16/2017	Santa Rosa CA	http://nbcds.org/faultline-frolic/
6	Asheville Summer Soiree	Diane Silver	Jesse Edgarton					Great Bear	Eloise &co						6/9/2017	Asheville NC	http://www.ashevillecontra.com/
6	Lady of the Lake June Week	Seth Tepfer	Susan Michaels	Kalia Kliban				Rythm Raptors	Corkscrew	Canote Brothers					6/18/2017	Harrison, ID	http://www.ladyofthelake.org/june-week/
6	Old Songs Festival	Luke Donforth	Susan Kevra					Atlantic Crossing	Seaglass	Fennig's All Star String Band					6/23/2017	Voorheesville NY	http://festival.oldsongs.org/
6	BACDS American Dance and Music Week	Bob Isaacs	Deb Comly					Moving Violations	Joyride	Whoots					7/2/2017	La Honda CA	https://www.bacds.org/camps/amweek/
7	July Fourth at Pinewoods	Lisa Greenleaf						Anadama							6/29/2017	Plymouth MA	http://www.cds-boston.org/july4/july4.html
7	Ooh La La Dance Weekend	Dugan Murphy	Gaye Fifer					Maivish	Nova						7/7/2017	Richmond QC	http://oohlaladance.com/
7	Delafield IndepenDance Daze Weekend	Gaye Fifer	Lauren Peckman					Riverbend	Rare Privilege						6/30/2017	Delafield WI	http://www.delafieldcontra.com/Delafield_Contra_Weekend.html
7	Contradancers Delight Holiday (Summer)	Beth Molaro	Jesse Edgarton	Terry Doyle				Wake up Robin	Toss the Possum	Rushfest					6/30/2017	Grayson County VA	http://www.contradancersdelight.com/about-summer-cdh-tst/
7	Roanoke Railroader	Sarah VanNorstrand	Emily Rush	Warren Doyle				Great Bear	Toss the Possum	Free Raisins	Rushfest				7/6/2017	Salem VA	http://www.roanokerailroader.com/
7	River Rendevous	Sarah VanNorstrand	Gaye Fifer	Carol Kopp				Wizard Walk	Hotpoint						7/14/2017	Coshocton OH	http://www.riverrendezvous.com/
7	Ashokan Northern Week	David Kaynor	Susan Kevra	John Krumm	George Marshall			Tidal Wave	Buddy System	Wild Asparagus					7/22/2017	Olivebridge NY	http://ashokan.org/northern-week-camp/
8	Falcon Ridge Folk Festival	Beth Molaro	Will Mentor					Buddy System	Gaslight Tinkers	Great Bear					8/4/2017	Hillsdale NY	http://falconridgefolk.com/
8	Camp Damp	Susan Michaels						KGB							8/4/2017	Juneau AK	http://www.juneaucontras.org/campdamp_nuevo.html
8	Fly the Coop Contra Weekend	Emily Abel	Emily Rush					On the Fly	Oshima Brothers	Rushfest					8/11/2017	Gainesville GA	http://atgaga.com/flythecoop
8	Birmingham (Mentone) Old Time Music and Dance Weekend	Cis Hinkle	Casey Tower	Chrissy Davis-Camp				Toss the Possum	Turnip the Beet	The Red Mountain Yellowhammers					8/18/2017	Mentone AL	http://www.footmadbirmingham.org/mentone.html
8	Splash Dance Weekend	Open Calling						Open Band							8/25/2017	Hendersonville, NC	http://oldfarmersball.com/contra-dances/splash-dance-weekend/
8	Balance the Bay	Luke Donforth	Sarah VanNorstrand					Maivish	Great Bear						8/11/2017	San Francisco	https://www.bacds.org/camps/btb/
8	Burning Man Contra Dance Camp														8/28/2017	Gerlach NV	http://www.contraburners.org/
9	Michigan Dance Heritage Fall Weekend	Wendy Graham						Berea Castoffs							9/15/2017	Lexington MI	http://mdh-online.org/fall/
9	Northwest Passage Dance Camp	Seth Tepfer	Lindsey Dono					Free Raisins	Maivish						9/1/2017	Rhododendron OR	http://www.nwpassagedancecamp.org/
9	Dance Camp North	Michael Karcher						Contra Sutra							9/1/2017	Fairbanks AK	http://contraborealis.org/dance-camp-north/
9	Labor Day Dance Away	Bob Isaacs	Lynn Ackerson					Rhythm Raptors	Uncle Farmer						9/1/2017	Julian CA	http://www.caldancecoop.org/cgi/lddadriver.cgi
9	Labor Day Dawndance	Mary Wesley	Nils Fredland	Alex Deis-Lauby				Moving Violations	Tempest	Drive Train					9/1/2017	Brattleboro VT	http://www.dawndance.org/
9	Moondance Dance Weekend	Will Mentor	Rob Harper					Pete's Posse	Morrison Brothers	Rushfest					9/8/2017	Pickens SC	http://www.harvestmoonfolk.org/index.php/moondance
9	Footfall Dance Weekend	Bob Isaacs	Gaye Fifer					Froghammer	Buddy System	Old World Charm School					9/8/2017	High View WV	http://www.footfalldance.com/index.php
9	Feet Retreat	Gaye Fifer	Charlotte Crittenden					Unnamed	Buddy System	Rushfest					9/15/2017	Ellerbe NC	https://www.feetretreat.com/feetretreat/
9	Oldtone Roots Festival	Luke Donforth	Nils Fredland					Russet Trio	Gaslight Tinkers						9/7/2017	Hillsdale NY	http://www.oldtonemusicfestival.com/
9	Bear Hug Dance Camp	Tony Parkes	Beth Parkes					Sassafras Stomp	Contra Quartet						9/8/2017	Rollins MT	http://www.missoulafolk.org/bearhug/Bear_Hug_2017.htm
9	Mountain View Dance Festival	Diane Silver						Avant Gardeners							9/8/2017	Mountain View AR	http://www.arkansascountrydance.org/mtView.htm
9	Star Hampshire Traditional Music and Dance Weekend	Lisa Greenleaf						Unnamed	Riptide						9/15/2017	Portsmouth NH	http://starisland.org/program/starhampshire/
9	Squirrel Moon Contra Dance weekend	Beth Molaro						Hillbilly Diaspora							9/15/2017	Dodgeville WI	http://www.squirrelmoon.org/
9	Echo Summit	Luke Donforth	Cis Hinkle					Syncopaths	Free Raisins						9/15/2017	Camp Sacremento	https://sactocds.wordpress.com/echo-summit-dance-camp-2017/
9	Chehalis Dance Weekend	Seth Tepfer	Gaye Fifer					Syncopaths	Unnamed						9/22/2017	Chehalis BC	http://www.vcn.bc.ca/vcountry/chehalis/
9	Youth Dance Weekend	Maia McCormick	Dan Blim					Sassafras Stomp	Ripples	DJ Beats and Tea					9/29/2017	Weston VT	http://youthdanceweekend.org/
9	Adirondack Dance Weekend	Bob Isaacs	Dana Parkinson	Beverly Francis	David Millstone			Moving Violations	Nova	Alchemy	Flying Romeros				9/22/2017	Silver Bay NY	http://www.danceflurry.org/events_adirondack.php
9	ContraShock	Will Mentor	Maggie Jo Saylor					Great Bear	Ripples	Pete's Posse					9/22/2017	Brooklyn NY	http://contrashock.org/
9	ContraStock	Will Mentor	Maggie Jo Saylor	Cis Hinkle				Great Bear	Ripples	Pete's Posse					9/24/2017	Glen Echo MD	http://glenechopark.org/contrastock-vii-all-day-dances
10	Wasatch Wiggle	Wendy Graham						unnamed	Bandage a Trois						10/20/2017	Salt Lake City UT	http://www.wasatchwiggle.org/home_high.html
10	Looking Glass Music and Dance Festival	Will Mentor	Bev Bernbaum					Pete's Posse	Contrarians						10/6/2017	Lansing MI	http://www.lgmaa.org/lg_festival.html
10	Lady of the Lake Fall Camp	Lisa Greenleaf						Stringrays	Floating Crowbar						10/6/2017	Harrison, ID	http://www.ladyofthelake.org/fallwend/
10	Harvest Moon Dance Festival	George Marshall	Susan Michaels					Wild Asparagus	Riptide						10/13/2017	Santa Barbara CA	http://www.sbcds.org/hm/
10	Hoosier Partner	Seth Tepfer	Michael Hamilton					Mean Lids	Nova						10/13/2017	Indianapolis IN	http://www.indycontra.org/gypsy-moon-ball/
10	Mountain Madness Contra Dance Weekend	Lisa Greenleaf	Darlene Underwood					Syncopaths	Free Raisins	Toss the Possum					10/13/2017	Jonesborough TN	http://www.historicjonesboroughdancesociety.com/site/calendar/
10	Gender-Free Dance Camp (Fall)	Luke Donforth	Brooke Friendly					Coracree							10/20/2017	Becket MA	http://lcfd.org/lcfd/lcfd-fall-dance-camp/
10	Phylla Mae Fall Fest	Gaye Fifer	David Kaynor	Squash Family Callers				New Brew	Unnamed						10/20/2017	Fayetteville NY	https://syracusecountrydancers.org/special-events/phylla-mae-fall-fest/
10	Peterbough Fall Ball	Susan Petrick	George Marshall	Rick Mohr	Frannie Marr			Les Z-Boys	Russet Trio	Wild Asparagus	Nova				10/21/2017	Peterborough NH	http://www.monadnockfolk.org/?tribe_events=%E2%98%BC-%E2%98%BC-%E2%98%BC-peterborough-fall-ball-2017
10	Lake Eden Arts Festival - Fall	Mary Wesley	Dugan Murphy					Great Bear	Buddy System						10/19/2017	Black Mountain NC	http://www.theleaf.org/the-festival/
10	Boo Camp	Tina Fields	Ed Hall					44% Dandelion	Tune Tanglers						10/27/2017	Jemez Springs NM	http://folkmads.org/events/camps/boo-camp/
10	Solefest Dance Weekend	Erik Hoffman						Steam							10/27/2017	Springfield MO	http://www.springfieldcontra.org/solefest.htm
10	Tree Town Stomp	George Marshall	Darlene Underwood					Wild Asparagus	City Folk						10/27/2017	Ann Arbor MI	http://aactmad.org/tts/
10	Music City Masquerade	Steve Zakon-Anderson	Susan Kevra					Genticorum	Buddy System						10/27/2017	Nashville TN	http://nashvillecountrydancers.org/events/
10	Dancing Fool Fall Fool	Lindsey Dono	Jeremy Korr					Hotpoint	Nova						10/27/2017	Seattle WA	http://dancingfool.net/
10	Dancing Leaves	Gaye Fifer	Brian Hamshar					Gaslight Tinkers	Toss the Possum	Rushfest					10/27/2017	Charlottesville VA	https://contracorners.com/cville_fall_festival
10	Fire Ant Frolic	Will Mentor						Notorious							10/27/2017	Austin TX	http://www.fireantfrolic.org/
10	Florida Fall Ball	Seth Tepfer						Mean Lids	Kumquats						10/27/2017	Tampa FL	http://www.tampabaycontra.com/
11	Foggy Moon Dance Weekend	Sarah VanNorstrand	Warren Blier					Stringrays	Wake up Robin	BLAM!					11/3/2017	Monterey CA	http://montereycdc.webs.com/foggymoondanceweekend.htm
11	Hey Fever Dance Weekend	Mary Wesley	Dave Eisenstadter					O'Schraves	Julie Vallimont and Friends						11/3/2017	Ottawa ON	http://www.ottawacontra.ca/heyFever/
11	Dance in the Desert	David Millstone	David Kaynor					Pete's Posse	Privy Tippers						11/10/2017	Oracle AZ	http://tftm.org/ditd/
11	Pittsburgh Fall Dance Weekend	Lisa Greenleaf	Sarah VanNorstrand					Stringrays	Ripples	Rushfest					11/10/2017	Pittsburgh PA	http://pittsburghcontra.org/fdw/
11	Danceable Feast	Lindsey Dono						Wild Asparagus							11/10/2017	Eugene OR	http://danceablefeast.org/
11	Head for the Hills Dance Weekend							Hold the Mustard	Raise the Roof						11/10/2017	Kresgeville PA	http://www.princetoncountrydancers.org/about-hfth
11	Atlanta Dance Weekend	Seth Tepfer	Will Mentor					Nova	Latter Day Lizards						11/10/2017	Atlanta GA	http://www.contradance.org/html/weekend/
11	Contra Fest	Bob Isaacs						Tempest							11/10/2017	Albany NY	http://www.danceflurry.org/contrafest.php
11	Fleur-de-Lis Fling	Kathy Anderson	Sarah VanNorstrand					Great Bear	Rare Privilege						11/17/2017	Louisville KY	http://www.loukyfleurfling.org/
11	Pilgrim's Progression Dance Weekend	Beth Molaro						Mean Lids							11/17/2017	Lawrence KS	http://www.lawrencebarndance.org/lbdawknd.htm
11	Rochester Thanksgiving Dance Weekend	Susan Kevra	Sarah VanNorstrand	Casey Carr	Chuck Abell			Great Bear	Peregrine Road						11/24/2017	Rochester, NY	https://www.cdrochester.org/?page_id=388
11	ContraCopia	Janine Smith	Beth Molaro	Will Mentor				Organic Family Band	Cloud Ten	Ripples					11/25/2017	Philadelphia PA	http://www.thursdaycontra.com/contracopia/
11	Fayetteville November Dance Weekend	called not listed						Old 78s	Ozark Highballers	Two Cents Worth					11/10/2017	Fayetteville AR	http://www.nwacontra.org/november-weekend.html
12	Winter Warmup Dance Weekend	Will Mentor	Beth Molaro					Buddy System	Baba Yaga's Stew						12/1/2017	Worthington OH	http://bigscioty.com/warmup.html
12	Contradancers Delight Holiday (Winter)	Beth Molaro	TBD					Great Bear	Mean Lids	Toss the Possum	Eddy Sisters				12/26/2017	Morgantown WV	http://www.contradancersdelight.com/
	end of active list																
	check with emily rush to get full gig list																
	Form the Ocean new in 2018																
	Supersonic Contra Dance Weekend Seattle new in 2018 (replaces Feb Fool)																
	Great Bear Groove																cancelled for 2016+
	University of Chicago Dance Weekend															Chicago IL	cancelled for 2017+
	Northfield Winter Stomp																cancelled for 2017
5	Butterfly Whirl															Clarkston GA	cancelled for 2017 (catapault alternative)
6	Mostly Contra Week															Copenhagen Denmark	cancelled for 2017+
6	June Moon Dance Weekend															Morgantown WV	cancelled for 2017+
7	Chattaboogie															Chattanooga TN	not in 2016 or 2017
